발표시간,지역,발효시각,해당지역,내용
2024-12-13 10:00,대구·경상북도,(1) 건조주의보 발표 : 2024년 12월 13일 10시 00분,(1) 건조주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지),
2024-12-13 18:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 13일 20시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 16일 밤(21시~24시)
2024-12-13 23:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 14일 01시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 14일 01시 00분 / (3) 풍랑주의보 발표 : 2024년 12월 14일 01시 00분 / (4) 풍랑주의보 발표 : 2024년 12월 14일 01시 00분,(1) 풍랑주의보 발표 : 남해동부안쪽먼바다 / (2) 풍랑주의보 발표 : 남해동부바깥먼바다 / (3) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다 / (4) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 15일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 16일 새벽(03시~06시) / (3) 풍랑주의보 발표 /   o 해제 예고: 16일 밤(21시~24시) / (4) 풍랑주의보 발표 /   o 해제 예고: 17일 늦은 오후(15시~18시)
2024-12-13 23:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 14일 01시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 14일 01시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 16일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 17일 늦은 오후(15시~18시)
2024-12-14 4:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 14일 04시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(경북북부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 14일 늦은 오후(15시~18시)
2024-12-14 8:30,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 14일 09시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(경북남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 14일 늦은 오후(15시~18시)
2024-12-14 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2024년 12월 14일 10시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 14일 11시 00분,(1) 건조주의보 발표 : 경상남도(창원) / (2) 풍랑주의보 발표 : 동해남부앞바다(울산앞바다),(2) 풍랑주의보 발표 /   o 해제 예고: 14일 저녁(18시~21시)
2024-12-14 10:30,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 14일 10시 30분,(1) 풍랑주의보 해제 : 경북남부앞바다(평수구역),
2024-12-14 11:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 14일 11시 00분,(1) 대설주의보 해제 : 울릉도.독도,
2024-12-14 11:10,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 14일 11시 10분,(1) 풍랑주의보 해제 : 울산앞바다(평수구역. 연안바다),
2024-12-14 16:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 14일 18시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(울산앞바다),
2024-12-14 16:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 14일 18시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다),
2024-12-15 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2024년 12월 15일 10시 00분,(1) 건조주의보 발표 : 경상남도(김해),
2024-12-16 0:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 16일 01시 00분,(1) 풍랑주의보 해제 : 남해동부안쪽먼바다,
2024-12-16 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 16일 06시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2024-12-16 15:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 16일 16시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다,
2024-12-16 15:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 16일 16시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-12-16 21:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 16일 21시 00분,(1) 강풍주의보 해제 : 울릉도.독도,
2024-12-17 3:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 17일 04시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2024-12-17 3:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 17일 04시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2024-12-17 21:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 18일 00시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 19일 늦은 오후(15시~18시)
2024-12-17 21:20,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 17일 21시 20분,(1) 대설주의보 발표 : 울릉도.독도,
2024-12-18 3:00,대구·경상북도,(1) 대설경보 변경 : 2024년 12월 18일 03시 00분,(1) 대설경보 변경 : 울릉도.독도,
2024-12-18 9:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 18일 10시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 19일 밤(21시~24시)
2024-12-18 12:00,대구·경상북도,(1) 대설주의보 변경 : 2024년 12월 18일 12시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 18일 13시 00분 / (3) 풍랑주의보 발표 : 2024년 12월 18일 14시 00분,(1) 대설주의보 변경 : 울릉도.독도 / (2) 풍랑주의보 발표 : 동해남부앞바다(경북북부앞바다) / (3) 풍랑주의보 발표 : 동해남부앞바다(경북남부앞바다),(2) .(3) 풍랑주의보 발표 /   o 해제 예고: 19일 밤(21시~24시)
2024-12-18 17:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 18일 19시 00분,(1) 풍랑주의보 발표 : 남해동부안쪽먼바다. 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 19일 밤(21시~24시)
2024-12-18 19:50,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 18일 22시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다. 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 19일 밤(21시~24시)
2024-12-18 20:20,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 18일 20시 20분,(1) 대설주의보 발표 : 경상북도(울진평지),
2024-12-18 22:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 18일 23시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(울산앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 19일 밤(21시~24시)
2024-12-18 22:00,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 18일 22시 00분,(1) 대설주의보 발표 : 경상북도(영덕. 포항),
2024-12-19 1:30,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 19일 01시 30분,(1) 대설주의보 해제 : 경상북도(영덕. 울진평지). 울릉도.독도,
2024-12-19 2:30,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 19일 02시 30분,(1) 대설주의보 해제 : 경상북도(포항),
2024-12-19 13:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 19일 15시 00분,(1) 풍랑주의보 해제 : 남해동부안쪽먼바다,
2024-12-19 16:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 19일 18시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(울산앞바다),
2024-12-19 16:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 19일 16시 00분 / (2) 풍랑주의보 해제 : 2024년 12월 19일 18시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다),
2024-12-19 20:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 19일 22시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다. 동해남부남쪽바깥먼바다. 남해동부바깥먼바다,
2024-12-19 20:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 19일 22시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,
2024-12-21 7:50,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 21일 07시 50분,(1) 대설주의보 발표 : 경상북도(문경),
2024-12-21 8:10,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 21일 08시 10분,(1) 대설주의보 발표 : 경상북도(상주. 영주),
2024-12-21 9:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 21일 12시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 21일 12시 00분 / (3) 풍랑주의보 발표 : 2024년 12월 21일 12시 00분 / (4) 풍랑주의보 발표 : 2024년 12월 21일 12시 00분,(1) 풍랑주의보 발표 : 남해동부안쪽먼바다 / (2) 풍랑주의보 발표 : 남해동부바깥먼바다 / (3) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다 / (4) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 23일 오전(09시~12시) / (2) 풍랑주의보 발표 /   o 해제 예고: 23일 늦은 오후(15시~18시) / (3) 풍랑주의보 발표 /   o 해제 예고: 23일 밤(21시~24시) / (4) 풍랑주의보 발표 /   o 해제 예고: 24일 오전(09시~12시)
2024-12-21 9:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 21일 09시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 21일 12시 00분 / (3) 풍랑주의보 발표 : 2024년 12월 21일 12시 00분,(1) 강풍주의보 발표 : 울릉도.독도 / (2) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (3) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 강풍주의보 발표 /   o 해제 예고: 23일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 23일 밤(21시~24시) / (3) 풍랑주의보 발표 /   o 해제 예고: 24일 오전(09시~12시)
2024-12-21 9:10,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 21일 09시 10분,(1) 대설주의보 발표 : 경상북도(봉화평지. 경북북동산지),
2024-12-21 9:40,부산·울산·경상남도,(1) 대설주의보 발표 : 2024년 12월 21일 09시 40분,(1) 대설주의보 발표 : 경상남도(함양. 합천),
2024-12-21 12:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 21일 12시 00분,(1) 대설주의보 해제 : 경상북도(상주. 문경. 영주. 봉화평지),
2024-12-21 12:30,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 21일 12시 30분,(1) 대설주의보 해제 : 경상북도(경북북동산지),
2024-12-21 13:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 21일 13시 00분 / (2) 대설주의보 발표 : 2024년 12월 21일 13시 00분,(1) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지) / (2) 대설주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 22일 늦은 오후(15시~18시)
2024-12-21 14:20,부산·울산·경상남도,(1) 대설주의보 해제 : 2024년 12월 21일 14시 20분,(1) 대설주의보 해제 : 경상남도(합천),
2024-12-21 15:50,부산·울산·경상남도,(1) 대설주의보 해제 : 2024년 12월 21일 15시 50분,(1) 대설주의보 해제 : 경상남도(함양),
2024-12-21 15:50,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 21일 15시 50분,(1) 대설주의보 발표 : 경상북도(칠곡),
2024-12-21 16:30,대구·경상북도,(1) 강풍경보 변경 : 2024년 12월 21일 16시 30분,(1) 강풍경보 변경 : 울릉도.독도,(1) 강풍경보 변경 /   o 해제 예고: 23일 늦은 오후(15시~18시)
2024-12-21 17:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 21일 17시 00분,(1) 대설주의보 해제 : 경상북도(칠곡),
2024-12-21 20:00,대구·경상북도,(1) 대설경보 변경 : 2024년 12월 21일 20시 00분,(1) 대설경보 변경 : 울릉도.독도,
2024-12-21 22:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 22일 00시 00분 / (2) 풍랑경보 변경 : 2024년 12월 22일 00시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다) / (2) 풍랑경보 변경 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 22일 밤(21시~24시) / (2) 풍랑경보 변경 /   o 해제 예고: 24일 오전(09시~12시)
2024-12-21 23:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 22일 00시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 22일 01시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(울산앞바다) / (2) 풍랑주의보 발표 : 남해동부앞바다(부산앞바다),(1) .(2) 풍랑주의보 발표 /   o 해제 예고: 22일 밤(21시~24시)
2024-12-22 6:00,대구·경상북도,(1) 강풍주의보 변경 : 2024년 12월 22일 06시 00분 / (2) 풍랑주의보 변경 : 2024년 12월 22일 06시 00분,(1) 강풍주의보 변경 : 울릉도.독도 / (2) 풍랑주의보 변경 : 동해남부북쪽바깥먼바다,(1) 강풍주의보 변경 /   o 해제 예고: 23일 늦은 오후(15시~18시) / (2) 풍랑주의보 변경 /   o 해제 예고: 24일 오전(09시~12시)
2024-12-22 9:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 22일 09시 00분 / (2) 대설주의보 변경 : 2024년 12월 22일 09시 00분,(1) 강풍주의보 해제 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지) / (2) 대설주의보 변경 : 울릉도.독도,
2024-12-22 12:40,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 13시 10분,(1) 풍랑주의보 해제 : 울산앞바다(평수구역. 연안바다),
2024-12-22 13:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 14시 00분,(1) 풍랑주의보 해제 : 남해동부앞바다(부산앞바다),
2024-12-22 15:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 22일 15시 00분,(1) 대설주의보 해제 : 울릉도.독도,
2024-12-22 21:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 22일 23시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(울산앞바다),
2024-12-22 21:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 22일 23시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다),
2024-12-23 2:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 23일 04시 00분,(1) 풍랑주의보 해제 : 남해동부안쪽먼바다,
2024-12-23 2:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 23일 02시 00분,(1) 강풍주의보 해제 : 울릉도.독도,
2024-12-23 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 23일 06시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2024-12-23 10:00,대구·경상북도,(1) 한파주의보 발표 : 2024년 12월 23일 10시 00분,(1) 한파주의보 발표 : 경상북도(경북북동산지),
2024-12-23 20:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 23일 22시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다,
2024-12-23 20:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 23일 22시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-12-24 7:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 24일 09시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2024-12-24 7:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 24일 09시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2024-12-24 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2024년 12월 24일 10시 00분,(1) 건조주의보 발표 : 경상남도(거제),
2024-12-24 10:00,대구·경상북도,(1) 한파주의보 해제 : 2024년 12월 24일 10시 00분,(1) 한파주의보 해제 : 경상북도(경북북동산지),
2024-12-25 22:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 25일 22시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 29일 오전(09시~12시)
2024-12-26 10:00,대구·경상북도,(1) 한파주의보 발표 : 2024년 12월 26일 21시 00분,(1) 한파주의보 발표 : 경상북도(경북북동산지),
2024-12-26 12:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 26일 14시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 26일 14시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 29일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 29일 오전(09시~12시)
2024-12-26 18:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2024년 12월 26일 18시 00분,(1) 건조주의보 해제 : 경상남도(거제),
2024-12-26 23:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 27일 01시 00분 / (2) 풍랑주의보 발표 : 2024년 12월 27일 01시 00분 / (3) 풍랑주의보 발표 : 2024년 12월 27일 01시 00분,(1) 풍랑주의보 발표 : 남해동부안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다. 남해동부바깥먼바다 / (3) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 29일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 29일 오전(09시~12시) / (3) 풍랑주의보 발표 /   o 해제 예고: 29일 늦은 오후(15시~18시)
2024-12-27 20:50,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 27일 20시 50분,(1) 강풍주의보 발표 : 경상북도(울진평지),(1) 강풍주의보 발표 /   o 해제 예고: 28일 새벽(03시~06시)
2024-12-28 2:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 28일 02시 00분,(1) 강풍주의보 해제 : 경상북도(울진평지),
2024-12-28 8:20,대구·경상북도,(1) 대설주의보 발표 : 2024년 12월 28일 08시 20분,(1) 대설주의보 발표 : 울릉도.독도,
2024-12-28 10:00,대구·경상북도,(1) 한파주의보 해제 : 2024년 12월 28일 10시 00분,(1) 한파주의보 해제 : 경상북도(경북북동산지),
2024-12-28 11:30,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 28일 11시 30분,(1) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주),(1) 강풍주의보 발표 /   o 해제 예고: 29일 새벽(03시~06시)
2024-12-28 12:30,대구·경상북도,(1) 대설주의보 해제 : 2024년 12월 28일 12시 30분,(1) 대설주의보 해제 : 울릉도.독도,
2024-12-28 20:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 28일 22시 00분,(1) 풍랑주의보 해제 : 남해동부안쪽먼바다,
2024-12-29 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 29일 06시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다. 남해동부바깥먼바다,
2024-12-29 4:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 29일 04시 00분 / (2) 풍랑주의보 해제 : 2024년 12월 29일 06시 00분,(1) 강풍주의보 해제 : 경상북도(영덕. 울진평지. 포항. 경주) / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-12-29 10:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 12월 29일 10시 00분 / (2) 풍랑주의보 연장 : 2024년 12월 29일 10시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 연장 : 동해남부북쪽바깥먼바다,(2) 풍랑주의보 연장 /   o 해제 예고: 29일 밤(21시~24시)
2024-12-29 16:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 29일 18시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2024-12-29 20:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 12월 29일 22시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2024-12-30 11:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2024년 12월 30일 11시 00분,(1) 건조주의보 해제 : 경상남도(창원. 김해),
2024-12-30 16:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 30일 18시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 1일 오전(09시~12시)
2024-12-30 16:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 30일 18시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 1일 늦은 오후(15시~18시)
2024-12-30 17:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 12월 30일 19시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 1일 새벽(03시~06시)
2024-12-30 22:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 12월 30일 22시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 1일 새벽(03시~06시)
2024-12-31 6:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 31일 09시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 31일 밤(21시~24시)
2024-12-31 9:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 12월 31일 12시 00분,(1) 풍랑주의보 발표 : 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 31일 저녁(18시~21시)
2024-12-31 21:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 12월 31일 23시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다. 남해동부바깥먼바다,
2025-01-01 5:00,대구·경상북도,(1) 강풍주의보 해제 : 2025년 01월 01일 07시 00분 / (2) 풍랑주의보 해제 : 2025년 01월 01일 07시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2025-01-01 5:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2025년 01월 01일 07시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2025-01-01 16:00,대구·경상북도,(1) 풍랑주의보 해제 : 2025년 01월 01일 18시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2025-01-02 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2025년 01월 02일 10시 00분,(1) 건조주의보 발표 : 경상남도(창원. 김해),
2025-01-03 5:00,대구·경상북도,(1) 강풍주의보 발표 : 2025년 01월 03일 07시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 3일 밤(21시~24시)
2025-01-03 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2025년 01월 03일 10시 00분 / (2) 풍랑주의보 발표 : 2025년 01월 03일 12시 00분 / (3) 풍랑주의보 발표 : 2025년 01월 03일 12시 00분,(1) 건조주의보 발표 : 경상남도(양산. 밀양. 거제) / (2) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다 / (3) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(2) 풍랑주의보 발표 /   o 해제 예고: 3일 밤(21시~24시) / (3) 풍랑주의보 발표 /   o 해제 예고: 4일 새벽(03시~06시)
2025-01-03 10:00,대구·경상북도,(1) 풍랑주의보 발표 : 2025년 01월 03일 12시 00분 / (2) 풍랑주의보 발표 : 2025년 01월 03일 12시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 3일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 4일 새벽(03시~06시)
2025-01-03 20:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2025년 01월 03일 22시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다,
2025-01-03 20:00,대구·경상북도,(1) 강풍주의보 해제 : 2025년 01월 03일 20시 00분 / (2) 풍랑주의보 해제 : 2025년 01월 03일 22시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2025-01-04 0:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2025년 01월 04일 02시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2025-01-04 0:00,대구·경상북도,(1) 풍랑주의보 해제 : 2025년 01월 04일 02시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2025-01-04 10:00,대구·경상북도,(1) 대설주의보 해제 : 2025년 01월 04일 10시 00분,(1) 대설주의보 해제 : 울릉도.독도,
2025-01-05 10:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2025년 01월 05일 10시 00분,(1) 건조주의보 해제 : 경상남도(양산. 창원. 김해. 밀양. 거제),
2025-01-05 10:00,대구·경상북도,(1) 건조주의보 해제 : 2025년 01월 05일 10시 00분,(1) 건조주의보 해제 : 경상북도(경북북동산지),
2025-01-05 12:40,부산·울산·경상남도,(1) 대설주의보 발표 : 2025년 01월 05일 12시 40분,(1) 대설주의보 발표 : 경상남도(함양. 거창),
2025-01-05 15:30,부산·울산·경상남도,(1) 대설주의보 해제 : 2025년 01월 05일 15시 30분,(1) 대설주의보 해제 : 경상남도(함양. 거창),
2025-01-05 20:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2025년 01월 05일 20시 00분,(1) 건조주의보 해제 : 부산. 울산,
2025-01-06 16:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2025년 01월 06일 18시 00분 / (2) 풍랑주의보 발표 : 2025년 01월 06일 18시 00분,(1) 풍랑주의보 발표 : 남해동부안쪽먼바다 / (2) 풍랑주의보 발표 : 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 10일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 11일 새벽(03시~06시)
2025-01-06 19:00,대구·경상북도,(1) 강풍주의보 발표 : 2025년 01월 06일 19시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 10일 밤(21시~24시)
2025-01-06 20:00,대구·경상북도,(1) 강풍주의보 발표 : 2025년 01월 06일 20시 00분,(1) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주),(1) 강풍주의보 발표 /   o 해제 예고: 10일 새벽(03시~06시)
